Student ID,Date,Time
1020,2025-05-21,05:53:32
1020,2025-05-21,05:59:21
1020,2025-05-21,06:33:25
1020,2025-05-21,07:12:36
1020,2025-05-21,12:40:35
1020,2025-05-21,12:58:41
1020,2025-05-21,13:03:30
1020,2025-05-21,13:09:24
